timestamp,cadence,distance,enhanced_altitude,heart_rate,speed_kmhr,position_lat,position_long
2019-09-16 20:52:18,92.0,2210.85,257.0,133.0,53.208,504769895.0,-999377415.0
2019-09-16 20:52:22,92.0,2275.16,253.6,134.0,54.853199999999994,504776132.0,-999381413.0
2019-09-16 20:52:23,0.0,2290.67,252.6,134.0,54.046800000000005,504777634.0,-999382385.0
2019-09-16 20:52:28,76.0,2356.93,250.4,134.0,45.7488,504783890.0,-999386956.0
2019-09-16 20:52:33,66.0,2414.81,249.6,132.0,38.563199999999995,504789424.0,-999390771.0
2019-09-16 20:52:38,57.0,2463.58,249.6,132.0,33.1884,504794046.0,-999394089.0
2019-09-16 20:52:45,73.0,2531.57,249.20000000000005,134.0,34.5996,504800385.0,-999398967.0
2019-09-16 20:52:51,73.0,2590.55,245.79999999999995,133.0,37.8216,504805796.0,-999403367.0
2019-09-16 20:52:55,71.0,2631.71,243.4,132.0,36.1764,504809790.0,-999405933.0
2019-09-16 20:52:56,72.0,2640.36,243.20000000000005,132.0,31.374,504810589.0,-999406579.0
2019-09-16 20:53:01,69.0,2689.75,242.79999999999995,132.0,34.128,504815298.0,-999409873.0
2019-09-16 20:53:06,68.0,2735.59,244.4,132.0,32.785199999999996,504819608.0,-999413072.0
2019-09-16 20:53:07,67.0,2745.41,244.6,132.0,33.82560000000001,504820619.0,-999413526.0
2019-09-16 20:53:12,64.0,2790.0,245.0,131.0,32.011199999999995,504824738.0,-999416783.0
2019-09-16 20:53:17,66.0,2829.28,244.6,131.0,30.636,504828485.0,-999419389.0
2019-09-16 20:53:24,66.0,2896.09,240.4,131.0,32.8176,504834767.0,-999424067.0
2019-09-16 20:53:25,65.0,2905.22,240.0,131.0,32.8176,504835606.0,-999424752.0
2019-09-16 20:53:27,64.0,2923.62,239.4,131.0,32.9184,504837293.0,-999426156.0
2019-09-16 20:53:29,61.0,2941.7,239.0,131.0,31.3416,504838536.0,-999428177.0
2019-09-16 20:53:31,51.0,2958.26,238.79999999999995,131.0,31.543200000000002,504839237.0,-999430382.0
